"ASIN on amazon.com","Title on amazon.com","Live price on Near Mint Games","Final price on Near Mint Games"
"B0062DV3VO","Pokemon - Simipour (34) - Black and White","0.25","0.25"
"B0062DYW3K","Yu-Gi-Oh! - Oh F!sh! (GENF-EN069) - Generation Force - 1st Edition - Rare","0.31","0.31"
"B013CKVDOG","Yu-Gi-Oh! - Igknight Burst (CORE-EN073) - Clash of Rebellions - 1st Edition - Rare","0.02","0.02"
"B008Y4BJ36","Yu-Gi-Oh! - Fenghuang (PHSW-EN033) - Photon Shockwave - Unlimited Edition - Super Rare","0.17","0.17"
"B06XYXP3CC","Masked HERO Dark Law - DUSA-EN094 - Ultra Rare - 1st Edition - Duelist Saga (1st Edition)","4.7","4.70"
"B01EU48BAC","Pokemon - Rotom (24/124) - XY Fates Collide - Reverse Holo","0.51","0.51"
"B00IU4HDAS","Yu-Gi-Oh! - White Duston (LVAL-EN001) - Legacy of the Valiant - Unlimited Edition - Common","0.3","0.30"
"B01EU49BN8","Pokemon - Lugia (78/124) - XY Fates Collide","0.76","0.76"
"B0040WG9Q8","Yu-Gi-Oh! - Scrap Dragon (DREV-EN043) - Duelist Revolution - 1st Edition - Ultimate Rare","7.24","7.24"
"B002B33JES","Yu-Gi-Oh! - Destiny Hero - Diamond Dude (DP05-EN003) - Duelist Pack 5 Aster Phoenix - 1st Edition - Common","0.01","0.01"
"B0062DX96G","Yu-Gi-Oh! - Red Archery Girl (SDP-002) - Starter Deck Pegasus - Unlimited Edition - Common","0.02","0.02"
"B00M9OE20O","Yu-Gi-Oh! - Victory Viper XX03 (BP03-EN021) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.1","0.10"
"B0028WB0NY","Yu-Gi-Oh! - Triggered Summon (DP07-EN021) - Duelist Pack 7 Jesse Anderson - 1st Edition - Common","0.01","0.01"
"B00BT0THEK","Yu-Gi-Oh! - Gem-Knight Pearl (BP01-EN031) - Battle Pack: Epic Dawn - Unlimited Edition - Rare","0.01","0.01"
"B007F1GUBU","Yu-Gi-Oh! - Photon Leo (ORCS-EN010) - Order of Chaos - Unlimited Edition - Common","0.02","0.02"
"B00887DF40","Yu-Gi-Oh! - Battle Fader (BP01-EN211) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","0.93","0.93"
"B0028WCWDG","Yu-Gi-Oh! - Silent Insect (SOI-EN020) - Shadow of Infinity - 1st Edition - Common","0.01","0.01"
"B06XYWMLN3","Synchro Call - DUSA-EN017 - Ultra Rare - 1st Edition - Duelist Saga (1st Edition)","0.01","0.01"
"B0062DUKEK","Yu-Gi-Oh! - X-Saber Urbellum (HA01-EN025) - Hidden Arsenal - Unlimited Edition - Secret Rare","0.01","0.01"
"B0062DWT6W","Yu-Gi-Oh! - Ryu-Kishin Powered (SKE-008) - Starter Deck Kaiba Evolution - 1st Edition - Common","0.16","0.16"
"B00FQUA89W","Yu-Gi-Oh! - Spell of Pain (LCJW-EN128) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.42","0.42"
"B016VKAMM8","Pokemon - Floette (102/162) - XY BREAKthrough","0.06","0.06"
"B00DOKVPQG","Yu-Gi-Oh! - Axe of Despair (BP02-EN131) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.99","0.99"
"B0062DVL0C","Yu-Gi-Oh! - Dandylion (LCGX-EN042) - Legendary Collection 2 - 1st Edition - Secret Rare","",""
"B00QKVVFLQ","Yu-Gi-Oh! - Lancephorhynchus (NECH-ENSP1) - The New Challengers - Limited Edition - Ultra Rare","0.31","0.31"
"B0062DTJTM","Yu-Gi-Oh! - Toon Dark Magician Girl (GLD4-EN015) - Gold Series 4: Pyramids Edition - Limited Edition - Common","1.01","1.01"
"B0062DYG2C","Yu-Gi-Oh! - HERO Counterattack (LCGX-EN118) - Legendary Collection 2 - 1st Edition - Common","0.5","0.50"
"B0062E023I","Yu-Gi-Oh! - Dragon's Mirror (CRV-EN040) - Cybernetic Revolution - Unlimited Edition - Common","1.06","1.06"
"B00S5LM5PE","Pokemon - Delcatty (114/160) - XY Primal Clash - Reverse Holo","0.11","0.11"
"B00B1WL1SQ","Yu-Gi-Oh! - Endless Decay (CT09-EN020) - 2012 Collectors Tins - Limited Edition - Super Rare","0.05","0.05"
"B01M34ML7N","Pokemon - Weedle (5/108) - XY Evolutions","0.01","0.01"
"B01EYZONY0","Yu-Gi-Oh! - Lunalight White Rabbit (SHVI-EN010) - Shining Victories - 1st Edition - Common","0.02","0.02"
"B0062E1TLC","Yu-Gi-Oh! - Evocator Chevalier (SDWS-EN002) - Structure Deck Warriors Strike - 1st Edition - Super Rare","0.38","0.38"
"B0062E0YLI","Yu-Gi-Oh! - Contract with the Abyss (DCR-086) - Dark Crisis - Unlimited Edition - Rare","0.16","0.16"
"B0062DXWV8","Pokemon - Murkrow (90) - Mysterious Treasures","",""
"B00CIEBGQI","Yu-Gi-Oh! - Gemini Spark (AP02-EN011) - Astral Pack: Booster Two - Unlimited Edition - Super Rare","0.05","0.05"
"B004T3J6NG","Yu-Gi-Oh! - Legendary Six Samurai - Mizuho (STOR-EN024) - Storm of Ragnarok - 1st Edition - Common","0.81","0.81"
"B00KN2UMKI","Magic: the Gathering - Grenzo, Dungeon Warden - Conspiracy","1.1","1.10"
"B00CIECCKC","Yu-Gi-Oh! - Evilswarm Salamandra (HA07-EN052) - Hidden Arsenal 7: Knight of Stars - 1st Edition - Super Rare","0.52","0.52"
"B0062DT9I8","Yu-Gi-Oh! - Asleep at the Switch (GENF-EN063) - Generation Force - Unlimited Edition - Common","0.01","0.01"
"B00HX0NQYW","Yu-Gi-Oh! - Butterspy Protection (BPW2-EN097) - Battle Pack 2: War of the Giants - Round 2 - 1st Edition - Common","0.01","0.01"
"B074KMMVFD","Gouki Twistcobra - COTD-EN009 - Super Rare - 1st Edition - Code of the Duelist (1st Edition)","0.01","0.01"
"B0727YQ2QL","The Phantom Knights of Cursed Javelin - MACR-EN042 - Super Rare - 1st Edition - Maximum Crisis (1st Edition)","0.02","0.02"
"B00L9ABFRC","Yu-Gi-Oh! - Magician&#39;s Circle (LCYW-EN100) - Legendary Collection 3: Yugi's World - Unlimited Edition - Super Rare","0.5","0.50"
"B0754PN1KC","Finite Cards - MP17-EN037 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B00N50825M","Yu-Gi-Oh! - Divine Dragon Knight Felgrand (MP14-EN166) - Mega Pack 2014 - 1st Edition - Secret Rare","8.65","8.65"
"B0062DYAS2","Yu-Gi-Oh! - Telekinetic Power Well (CRMS-EN055) - Crimson Crisis - Unlimited Edition - Common","0.52","0.52"
"B0062DXCNQ","Yu-Gi-Oh! - T.G. Rush Rhino (EXVC-EN021) - Extreme Victory - 1st Edition - Rare","0.04","0.04"
"B005SAX13K","Pokemon - Sage&#39;s Training (77/90) - HS Undaunted","",""
"B0071Q5G0U","Yu-Gi-Oh! - Inzektor Hornet (ORCS-EN017) - Order of Chaos - 1st Edition - Super Rare","3.98","3.98"
"B0028WCY0C","Yu-Gi-Oh! - Mother Grizzly (DB1-EN053) - Dark Beginnings 1 - Unlimited Edition - Common","0.09","0.09"
"B0081I78G2","Yu-Gi-Oh! - Commander of Swords (GAOV-EN068) - Galactic Overlord - 1st Edition - Common","0.02","0.02"
"B00H7IKI78","Yu-Gi-Oh! - Battle Ox (YSKR-EN004) - Starter Deck: Kaiba Reloaded - 1st Edition - Common","0.26","0.26"
"B01KKG99GE","Yu-Gi-Oh! - Legendary Knight Hermos (DRL3-EN062) - Dragons of Legend: Unleashed - 1st Edition - Ultra Rare","0.01","0.01"
"B0062E1TX0","Yu-Gi-Oh! - Gemini Soldier (SDWS-EN004) - Structure Deck Warriors Strike - 1st Edition - Common","0.49","0.49"
"B06WP28XNJ","Gigalith - 71/149 - Holo Rare - Reverse Holo - Pokemon Sun & Moon","0.43","0.43"
"B06XRRCZXX","Subterror Cave Clash - RATE-EN085 - Super Rare - Unlimited Edition - Raging Tempest (Unlimited Edition)","0.01","0.01"
"B0028WJ2A2","Yu-Gi-Oh! - Frenzied Panda (LOB-081) - Legend of Blue Eyes White Dragon - 1st Edition - Common","0.12","0.12"
"B0028WFIJ6","Yu-Gi-Oh! - Wetlands (LODT-EN054) - Light of Destruction - 1st Edition - Common","0.8","0.80"
"B015EPLGTY","Yu-Gi-Oh! - Superheavy Samurai Soulbreaker Armor (MP15-EN136) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B0062DV1SO","Yu-Gi-Oh! - Dragon Knight Draco-Equiste (DP10-EN016) - Duelist Pack 10: Yusei Fudo 3 - 1st Edition - Super Rare","0.05","0.05"
"B0062DW7U0","Yu-Gi-Oh! - Mysterious Puppeteer (SDK-043) - Starter Deck Kaiba - Unlimited Edition - Common","0.01","0.01"
"B009K85RCO","Yu-Gi-Oh! - Needle Worm (LCYW-EN244) - Legendary Collection 3: Yugi's World - 1st Edition - Ultra Rare","2.8","2.80"
"B00CRMU2NO","Yu-Gi-Oh! - Mecha Phantom Beast Turtletracer (LTGY-EN000) - Lord of the Tachyon Galaxy - 1st Edition - Super Rare","0.04","0.04"
"B074JHR21B","Duskull - 51/147 - Common - Sun & Moon: Burning Shadows","0.01","0.01"
"B0062DY5HS","Pokemon - Beldum (43/90) - HS Undaunted","",""
"B072P6G5ZV","Enhanced Hammer - 124/145 - Uncommon - Sun & Moon: Guardians Rising","0.01","0.01"
"B0062DZ8E2","Yu-Gi-Oh! - The Shallow Grave (DT03-EN091) - Duel Terminal 3 - 1st Edition - Common","1.8","1.80"
"B0062DYEZG","Yu-Gi-Oh! - Fairy Meteor Crush (DT01-EN095) - Duel Terminal 1 - 1st Edition - Common","0.06","0.06"
"B06VSHCNSJ","Steenee - 19/149 - Uncommon - Reverse Holo - Pokemon Sun & Moon","0.22","0.22"
"B0062DQVCU","Yu-Gi-Oh! - Renge, Gatekeeper of Dark World (5DS1-EN008) - 5Ds Starter Deck - 1st Edition - Common","0.01","0.01"
"B009K868C2","Yu-Gi-Oh! - The Light - Hex-Sealed Fusion (LCYW-EN262) - Legendary Collection 3: Yugi's World - 1st Edition - Common","0.33","0.33"
"B00887CCNU","Yu-Gi-Oh! - Graceful Charity (BP01-EN036) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","1.99","1.99"
"B0062DWHYQ","Yu-Gi-Oh! - Trigon (TSHD-EN031) - The Shining Darkness - Unlimited Edition - Common","0.01","0.01"
"B06Y1TT6GB","Darktellarknight Batlamyus - INOV-EN051 - Ultra Rare - Unlimited Edition - Invasion: Vengeance (Unlimited Edition)","0.12","0.12"
"B00K6LHJPW","Pokemon - Ponyta (14) - XY Flashfire","0.1","0.10"
"B00FQU8XQC","Yu-Gi-Oh! - Survival Instinct (LCJW-EN167) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.49","0.49"
"B00FQUA7ZC","Yu-Gi-Oh! - Magical Stone Excavation (LCJW-EN127) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.14","0.14"
"B075GZD4RG","Expressroid - LEDU-EN033 - Common - 1st Edition - Legendary Duelists (1st Edition)","0.04","0.04"
"B0062DWN7M","Yu-Gi-Oh! - Samurai Sword Baron (WC10-EN001) - 5Ds Reverse of Arcadia Promotional Cards - Promo Edition - Ultra Rare","0.01","0.01"
"B0028WDAM8","Yu-Gi-Oh! - Ray of Hope (DR1-EN265) - Dark Revelations 1 - Unlimited Edition - Common","0.07","0.07"
"B00GBJGL2A","Yu-Gi-Oh! - Baby Raccoon Tantan (SHSP-EN015) - Shadow Specters - 1st Edition - Common","0.02","0.02"
"B009Z0PQU0","Yu-Gi-Oh! - Tour Guide From the Underworld (CT09-EN013) - 2012 Collectors Tins - Limited Edition - Super Rare","0.9","0.90"
"B008Y4C930","Yu-Gi-Oh! - Cross Attack (PHSW-EN048) - Photon Shockwave - Unlimited Edition - Common","0.01","0.01"
"B00JVWRLD2","Yu-Gi-Oh! - Black Wing Revenge (DRLG-EN031) - Dragons of Legend - 1st Edition - Super Rare","0.02","0.02"
"B0028WH4VQ","Yu-Gi-Oh! - Parasitic Ticky (SOI-EN018) - Shadow of Infinity - 1st Edition - Common","0.01","0.01"
"B00FQU8QHS","Yu-Gi-Oh! - Rock Ogre Grotto 1 (LCJW-EN005) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.02","0.02"
"B00S73N6L2","Yu-Gi-Oh! - U.A. Playmaker (SECE-EN087) - Secrets of Eternity - 1st Edition - Rare","0.02","0.02"
"B00ZGQ5S28","Yu-Gi-Oh! - Command Performance (SP15-EN046) - Star Pack ARC-V - 1st Edition - Common","0.01","0.01"
"B00B1JD3IK","Yu-Gi-Oh! - Abyss Warrior (ABYR-EN028) - Abyss Rising - Unlimited Edition - Common","0.01","0.01"
"B00M9OHNE6","Yu-Gi-Oh! - Miniaturize (BP03-EN206) - Battle Pack 3: Monster League - 1st Edition - Shatterfoil","0.07","0.07"
"B00N24UUTW","Yu-Gi-Oh! - Superheavy Samurai Swordsman (DUEA-EN012) - Duelist Alliance - Unlimited Edition - Common","0.01","0.01"
"B01M3RPVA2","Yu-Gi-Oh! - XY-Dragon Cannon (SDKS-EN043) - Structure Deck: Seto Kaiba - 1st Edition - Common","0.04","0.04"
"B00H9PXOAM","Yu-Gi-Oh! - Bujingi Ibis (SHSP-EN024) - Shadow Specters - Unlimited Edition - Common","0.01","0.01"
"B0062DQXPK","Yu-Gi-Oh! - Frequency Magician (5DS1-EN014) - 5Ds Starter Deck - 1st Edition - Common","0.82","0.82"
"B016VKAPT8","Pokemon - Florges-BREAK (104/162) - XY BREAKthrough","0.45","0.45"
"B06XRGDQ5K","Dark Contract with the Entities - RATE-EN099 - Ultra Rare - Unlimited Edition - Raging Tempest (Unlimited Edition)","0.22","0.22"
"B01I234XCM","Yu-Gi-Oh! - Darkstorm Dragon (SR02-EN012) - Structure Deck: Rise of the True Dragons - Edition - Common","0.01","0.01"
"B0062DW7C8","Yu-Gi-Oh! - Infernity Avenger (TSHD-EN015) - The Shining Darkness - Unlimited Edition - Rare","0.36","0.36"
"B0028WBC5A","Yu-Gi-Oh! - Pandemonium (DCR-094) - Dark Crisis - 1st Edition - Common","0.28","0.28"
"B004DDY9N4","Yu-Gi-Oh! - Necro Linker (STBL-EN005) - Starstrike Blast - 1st Edition - Common","0.02","0.02"
"B06VSRND7F","Krookodile - 85/149 - Holo Rare - Reverse Holo - Pokemon Sun & Moon","0.6","0.60"
"B01J91AKX2","Yu-Gi-Oh! - Zap Mustung (TDIL-EN038) - The Dark Illusion - 1st Edition - Common","0.01","0.01"
"B018RHE8ZA","Yu-Gi-Oh! - Superheavy Samurai Blowtorch (CORE-EN007) - Clash of Rebellions - Unlimited Edition - Common","0.01","0.01"
"B00TR9QQR6","Yu-Gi-Oh! - Constellar Twinkle (SECE-EN055) - Secrets of Eternity: Super Edition - Unlimited Edition - Common","0.01","0.01"
"B0028WKJRW","Yu-Gi-Oh! - Copycat (JUMP-EN020) - Shonen Jump Magazine Promos - Promo Edition - Ultra Rare","8.12","8.12"
"B011LM3ZC0","Yu-Gi-Oh! - Shadow Toon (DRL2-EN025) - Dragons of Legend 2 - 1st Edition - Super Rare","0.74","0.74"
"B01LBM1LO4","Yu-Gi-Oh! - Performapal Secondonkey (MP16-EN105) - Mega Pack 2016 - 1st Edition - Rare","0.01","0.01"
"B01N9T8MWA","Magic: the Gathering - Bastion Inventor (030/184) - Aether Revolt","0.01","0.01"
"B0062DS3A8","Yu-Gi-Oh! - Raviel, Lord of Phantasms (CT03-EN003) - 2006 Collectors Tins - Limited Edition - Secret Rare","3.13","3.13"
"B00M9OF2AI","Yu-Gi-Oh! - Seed of Flame (BP03-EN052) - Battle Pack 3: Monster League - 1st Edition - Common","0.01","0.01"
"B01IUAK2FE","Pokemon - Shellos (28/114) - XY Steam Siege - Reverse Holo","0.07","0.07"
"B01EU46GEU","Pokemon - Weezing (28/124) - XY Fates Collide","0.01","0.01"
"B0062DYZOG","Pokemon - Vulpix (68/95) - HS Unleashed","",""
"B008CQEV2W","Yu-Gi-Oh! - Power Bond (RYMP-EN062) - Ra Yellow Mega-Pack - Unlimited Edition - Common","2.31","2.31"
"B01AH3M7IW","Yu-Gi-Oh! - Odd-Eyes Advent (BOSH-EN066) - Breakers of Shadow - 1st Edition - Rare","0.25","0.25"
"B00I4ECIAY","Yu-Gi-Oh! - Metal Reflect Slime (BP02-EN193) - Battle Pack 2: War of the Giants - Unlimited Edition - Mosaic Rare","1.46","1.46"
"B00TR9QSHE","Yu-Gi-Oh! - Gottoms&#39; Second Call (SECE-EN056) - Secrets of Eternity: Super Edition - Unlimited Edition - Rare","0.13","0.13"
"B00MJGZYYK","Yu-Gi-Oh! - Saffira, Queen of Dragons (DUEA-EN050) - Duelist Alliance - 1st Edition - Ultimate Rare","2.48","2.48"
"B002N86DXU","Yu-Gi-Oh! - Core Blaster (ANPR-EN053) - Ancient Prophecy - 1st Edition - Common","0.01","0.01"
"B0062DYBE0","Yu-Gi-Oh! - Grand Convergence (LCGX-EN214) - Legendary Collection 2 - 1st Edition - Rare","0.01","0.01"
"B00LAH3VTO","Yu-Gi-Oh! - Charge of the Light Brigade (SDLI-EN027) - Structure Deck: Realm of Light - 1st Edition - Common","0.21","0.21"
"B00DOKRA24","Yu-Gi-Oh! - Tiki Soul (BP02-EN210) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.17","0.17"
"B0028WJ31A","Yu-Gi-Oh! - Kumootoko (LOB-082) - Legend of Blue Eyes White Dragon - 1st Edition - Common","0.02","0.02"
"B0062E0F6W","Yu-Gi-Oh! - Red-Eyes B. Dragon (DT01-EN003) - Duel Terminal 1 - 1st Edition - Rare","1.57","1.57"
"B0028WCVB4","Yu-Gi-Oh! - Alien Warrior (POTD-EN027) - Power of the Duelist - 1st Edition - Rare","0.9","0.90"
"B00FQU9MDU","Yu-Gi-Oh! - Kazejin (LCJW-EN225) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.58","0.58"
"B01LQPPONU","Magic: the Gathering - Glassblower's Puzzleknot(217/264)-Kaladesh","0.01","0.01"
"B075RHY2YY","Looming Altisaur - Ixalan","0.01","0.01"
"B015EPNBZG","Yu-Gi-Oh! - Chiwen, Light of the Yang Zing (MP15-EN087) - Mega Pack 2015 - 1st Edition - Ultra Rare","5.39","5.39"
"B00A40RB1C","Pokemon - Squirtle (29/149) - BW - Boundaries Crossed","",""
"B0028WKZYO","Yu-Gi-Oh! - Infernal Incinerator (EEN-EN012) - Elemental Energy - 1st Edition - Common","0.01","0.01"
"B01EU46352","Pokemon - Glaceon-EX (20/124) - XY Fates Collide - Holo","7.81","7.81"
"B0062DUZZE","Yu-Gi-Oh! - Elegant Egotist (SD8-EN021) - Structure Deck 8: Lord of the Storm - Unlimited Edition - Common","0.12","0.12"
"B00I4E5L5S","Yu-Gi-Oh! - Chiron the Mage (BP02-EN034) - Battle Pack 2: War of the Giants - Unlimited Edition - Common","0.01","0.01"
"B00887CRT4","Yu-Gi-Oh! - Magic Cylinder (BP01-EN091) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare","1.31","1.31"
"B006JD9K94","Yu-Gi-Oh! - Threatening Roar (DEM1-EN018) - Demo Pack - Edition - Common","0.09","0.09"
"B0062DYCWG","Yu-Gi-Oh! - Fissure (SDP-028) - Starter Deck Pegasus - 1st Edition - Common","0.01","0.01"
"B00OJEWSKI","Yu-Gi-Oh! - Geartown (SDGR-EN021) - Structure Deck: Geargia Rampage - 1st Edition - Common","0.02","0.02"
"B006JDATCG","Yu-Gi-Oh! - Needle Sunfish (PHSW-EN010) - Photon Shockwave - 1st Edition - Common","0.02","0.02"
"B008CQEOJ2","Yu-Gi-Oh! - Destiny HERO - Disk Commander (RYMP-EN035) - Ra Yellow Mega-Pack - Unlimited Edition - Rare","0.01","0.01"
"B00TR1TX2O","Yu-Gi-Oh! - Superheavy Samurai Warlord Susanowo (SECE-ENS11) - Secrets of Eternity: Super Edition - Limited Edition - Super Rare","4.86","4.86"
"B00J7YFHNU","Yu-Gi-Oh! - Icarus Attack (PGLD-EN080) - Premium Gold - 1st Edition - Gold Rare","1.3","1.30"
"B06VT9VMQ2","Beginning of Heaven and Earth - RATE-EN073 - Common - 1st Edition - Raging Tempest","0.02","0.02"
"B00TR9QVJO","Yu-Gi-Oh! - Performapal Stamp Turle (SECE-EN005) - Secrets of Eternity: Super Edition - Unlimited Edition - Common","0.01","0.01"
"B0716M36BH","Dragonic Diagram - MACR-EN053 - Secret Rare - 1st Edition - Maximum Crisis (1st Edition)","25.66","25.66"
"B0028WL3U4","Yu-Gi-Oh! - Cyber Phoenix (EOJ-EN009) - Enemy of Justice - 1st Edition - Super Rare","0.28","0.28"
"B007MRUT78","Yu-Gi-Oh! - Junk Forward (PRC1-EN009) - 2012 Premium Tin - 1st Edition - Super Rare","0.08","0.08"
"B0062DV4DG","Yu-Gi-Oh! - Watthydra (STOR-EN044) - Storm of Ragnarok - Unlimited Edition - Super Rare","0.02","0.02"
"B0062DVNZK","Yu-Gi-Oh! - Begone, Knave! (IOC-107) - Invasion of Chaos - Unlimited Edition - Common","0.01","0.01"
"B00A42DJD4","Yu-Gi-Oh! - Uminotaurus (ABYR-EN095) - Abyss Rising - 1st Edition - Rare","0.04","0.04"
"B0062DYUT6","Yu-Gi-Oh! - Blackwing - Elphin the Raven (CT06-ENS01) - 2009 Exclusive Tins - Limited Edition - Secret Rare","0.33","0.33"
"B017S8AJES","Yu-Gi-Oh! - Monster Reborn (YGLD-ENB16) - Yugi's Legendary Decks - 1st Edition - Common","1.31","1.31"
"B00X05EV20","Yu-Gi-Oh! - Infernoid Pirmais (CROS-EN030) - Crossed Souls - 1st Edition - Ultra Rare","5.7","5.70"
"B0062DTLXQ","Yu-Gi-Oh! - Pulling the Rug (STON-EN060) - Strike of Neos - Unlimited Edition - Rare","0.48","0.48"
"B009K855IK","Yu-Gi-Oh! - Takriminos (LCYW-EN223) - Legendary Collection 3: Yugi's World - 1st Edition - Super Rare","0.09","0.09"
"B007C954W6","Yu-Gi-Oh! - Crystal Blessing (RYMP-EN050) - Ra Yellow Mega-Pack - 1st Edition - Secret Rare","0.7","0.70"
"B00YDFC376","Yu-Gi-Oh! - Lancer Lindwurm (YS15-ENL07) - Starter Deck: Dark Legion - 1st Edition - Common","0.02","0.02"
"B072PRJWTM","Shiranui Samuraisaga - MP16-EN211 - Common - Unlimited Edition - Mega Pack 2016 (Unlimited Edition)","0.14","0.14"
"B00OZ34TXW","Pokemon - AZ (91/119) - XY Phantom Forces - Reverse Holo","0.38","0.38"
"B008CQEIVQ","Yu-Gi-Oh! - Gallis the Star Beast (RYMP-EN013) - Ra Yellow Mega-Pack - Unlimited Edition - Common","0.26","0.26"
"B0062DU6Z8","Yu-Gi-Oh! - Naturia Forest (DREV-EN051) - Duelist Revolution - Unlimited Edition - Common","0.01","0.01"
"B075RJ7DFV","Dive Down - Ixalan","0.01","0.01"
"B0028WCWSG","Yu-Gi-Oh! - Exchange (DB1-EN170) - Dark Beginnings 1 - Unlimited Edition - Super Rare","0.47","0.47"
"B011LM40VU","Yu-Gi-Oh! - Comic Hand (DRL2-EN026) - Dragons of Legend 2 - 1st Edition - Secret Rare","2.61","2.61"
"B008Y4BXJ6","Yu-Gi-Oh! - Evolsaur Cerato (PHSW-EN020) - Photon Shockwave - Unlimited Edition - Ultra Rare","0.86","0.86"
"B073X92D27","Neo Galaxy-Eyes Photon Dragon - BLLR-EN064 - Ultra Rare - 1st Edition - Battles of Legend: Light's Revenge (1st Edition)","",""
"B0062DYCF8","Yu-Gi-Oh! - Harpie Lady Sisters (MRD-009) - Metal Raiders - Unlimited Edition - Super Rare","2.61","2.61"
"B0062DVZQ2","Yu-Gi-Oh! - D. Human (SDK-030) - Starter Deck Kaiba - Unlimited Edition - Common","0.01","0.01"
"B01N9TE3VV","Magic: the Gathering - Night Market Aeronaut (067/184) - Aether Revolt","0.01","0.01"
"B0062DURJI","Yu-Gi-Oh! - Chain Disappearance (IOC-052) - Invasion of Chaos - Unlimited Edition - Rare","1.01","1.01"
"B0062DXJF2","Yu-Gi-Oh! - Coffin Seller (SDMA-EN032) - Structure Deck: Marik - 1st Edition - Common","",""
"B009ABW8SM","Yu-Gi-Oh! - Black Luster Ritual (SYE-025) - Starter Deck Yugi Evolution - 1st Edition - Super Rare","0.91","0.91"
"B00DV67TMM","Yu-Gi-Oh! - Kurivolt (NUMH-EN019) - Number Hunters - 1st Edition - Super Rare","0.07","0.07"
"B00EZ78IL2","Yu-Gi-Oh! - Cyber Phoenix (LCGX-EN178) - Legendary Collection 2 - Unlimited Edition - Ultra Rare","0.76","0.76"
"B0062DXZNS","Yu-Gi-Oh! - Skystarray (GENF-EN020) - Generation Force - 1st Edition - Rare","0.01","0.01"
"B00FQU8UJM","Yu-Gi-Oh! - Meotoko (LCJW-EN013) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.15","0.15"
"B01IRT08NO","Yu-Gi-Oh! - Silver Gadget (MVP1-EN017) - The Dark Side of Dimensions Movie Pack - 1st Edition - Ultra Rare","1.77","1.77"
"B00UU11EGI","Yu-Gi-Oh! - Goyo Guardian (PGL2-EN042) - Premium Gold: Return of the Bling - 1st Edition - Gold Rare","0.68","0.68"
"B073V94ZYH","Number 62: Galaxy-Eyes Prime Photon Dragon - BLLR-EN070 - Ultra Rare - 1st Edition - Battles of Legend: Light's Revenge (1st Edition)","0.37","0.37"
"B00BT0T7YK","Yu-Gi-Oh! - Exiled Force (BP01-EN059) - Battle Pack: Epic Dawn - Unlimited Edition - Common","0.13","0.13"
"B00OPIDXP2","Yu-Gi-Oh! - Jormungardr the Nordic Serpent (LC05-EN001) - Legendary Collection 5D's - Limited Edition - Ultra Rare","0.01","0.01"
"B0062DTK96","Yu-Gi-Oh! - Depth Amulet (ANPR-EN070) - Ancient Prophecy - Unlimited Edition - Common","0.01","0.01"
"B0062DZZ36","Pokemon - Doduo (60) - EX Hidden Legends","",""
"B006JDAPF2","Yu-Gi-Oh! - Evolutionary Bridge (PHSW-EN071) - Photon Shockwave - 1st Edition - Common","0.01","0.01"
"B009K85NHI","Yu-Gi-Oh! - Magic Formula (LCYW-EN082) - Legendary Collection 3: Yugi's World - 1st Edition - Common","1.1","1.10"
"B00FQUAPYA","Yu-Gi-Oh! - Imperial Iron Wall (LCJW-EN298) - Legendary Collection 4: Joey's World - 1st Edition - Ultra Rare","1.06","1.06"
"B00N50A9MG","Yu-Gi-Oh! - Bujin Regalia - The Jewel (MP14-EN234) - Mega Pack 2014 - 1st Edition - Common","0.01","0.01"
"B00OZ3AOZ4","Pokemon - Heliolisk (30/119) - XY Phantom Forces - Reverse Holo","0.37","0.37"
"B01EU48UBC","Pokemon - Cottonee (70/124) - XY Fates Collide","0.01","0.01"
"B0062E1NOA","Yu-Gi-Oh! - Genex Doctor (DT02-EN015) - Duel Terminal 2 - 1st Edition - Common","0.02","0.02"
"B01LYTBKT5","Magic: the Gathering - Captured by the Consulate (008/264) - Kaladesh","0.01","0.01"
